no,nama,type,vote_average,vote_count,htm_weekday,htm_weekend,latitude,longitude,image,description
294,Gua Cerme,Alam,4.4,587,7000,10000,-7.9794413,110.3803114,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749368367/GoaCerme1_f19n74.jpg,gua cerme adalah gua alam bersejarah yang terletak di bantul yogyakarta gua ini memiliki panjang sekitar kilometer dan menyuguhkan petualangan bawah tanah lengkap dengan aliran sungai stalaktit dan stalagmit yang indah dahulu gua ini digunakan sebagai tempat pertemuan para tokoh walisongo untuk menyebarkan agama islam kini gua cerme menjadi destinasi favorit bagi pecinta alam dan wisata petualangan
232,Candi Barong,Budaya_Dan_Sejarah,4.6,565,5000,10000,-7.7756537,110.4973011,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749368366/CANDI-04-BARON_typxes.jpg,candi hindu peninggalan abad ke ini terletak di perbukitan menyuguhkan pemandangan indah serta suasana tenang candi ini dikenal karena arsitekturnya yang unik dan letaknya yang tersembunyi
324,Nol Kilometer Jl.Malioboro,Budaya_Dan_Sejarah,4.7,565,0,0,-7.8013803,110.3647652,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749368368/nol-kilometer_kbkl3x.png,titik pusat kota yogyakarta yang menjadi tempat berkumpulnya wisatawan seniman jalanan dan berbagai kegiatan publik landmark penting yang sering dijadikan titik awal penjelajahan malioboro
297,Mojo Gumelem Hill,Alam,4.3,551,5000,5000,-7.9559784,110.4341083,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749368366/mojo-gumelem_yipnoi.jpg,destinasi wisata alam yang belum terlalu ramai menawarkan panorama sunrise dan sunset dengan suasana damai tempat yang pas untuk healing dan menikmati pemandangan hijau
384,Pantai Midodaren,Pantai,4.5,550,10000,15000,-8.1255992,110.521558,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749368366/pantai-midodaren_wxzbmv.jpg,pantai yang masih alami di kawasan gunungkidul cocok untuk yang ingin menikmati keindahan laut tanpa keramaian pasir putih dan batuan karang menambah pesona tempat ini
374,Pantai Seruni,Pantai,4.5,527,10000,15000,-8.159907,110.6315752,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749368366/pantai-seruni_slmriw.jpg,pantai tersembunyi yang masih jarang dijamah wisatawan keindahannya terletak pada hamparan pasir putih dan suasana yang tenang ideal untuk menyendiri atau piknik kecil
230,Candi Gebang,Budaya_Dan_Sejarah,4.5,518,5000,5000,-7.7514654,110.4162887,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749368366/Candi-Gebang_gzk4en.jpg,candi kecil bergaya hindu yang terletak di area pemukiman warga meski mungil candi ini menyimpan nilai sejarah yang tinggi dan menjadi bukti keberadaan peradaban kuno di sleman
56,Kekayon Museum,Budaya_Dan_Sejarah,4.2,504,20000,20000,-7.8145939,110.4130604,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749368366/Kekayon-museum_gxrytt.jpg,museum budaya yang menyimpan koleksi wayang batik dan benda benda seni khas jawa tempat ini juga sering menjadi lokasi edukasi budaya dan seni pertunjukan wayang
40,Museum Wayang Kekayon,Budaya_Dan_Sejarah,4.2,504,20000,20000,-7.81406244,110.4131033,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749368365/museum-wayang-kekayon_kl0sg9.jpg,museum wayang kekayon ini didirikan oleh almarhum prof dr dr kph soejono prawirohadikusumo guru besar ugm sekaligus dokter ahli saraf jiwa dan diresmikan oleh kgpaa paku alam viii pada tahun museum ini mengoleksi berbagai jenis wayang yang ada di indonesia selain sebagai tujuan wisata seni budaya museum ini juga memiliki fungsi pendidikan wahana penelitian dan rekreasi wayang merupakan kekayaan luhur budaya bangsa indonesia yan museum ini juga nyaman dan asri dengan taman parkir luas serta pendapa megah untuk perayaan pernikahan pameran pertemuan sarasehan dan lain lain g patut kita banggakan terbukti atas pengakuan unesco atas wayang sebagai warisan pusaka dunia
149,Waterbyur Taman Air,Wisata Air,4.2,501,15000,20000,-7.8814715,110.3394116,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749368365/waterbyur-taman-air_iu4euu.jpg,waterbyur adalah taman air keluarga yang menawarkan berbagai wahana permainan air seperti kolam renang anak seluncuran dan ember tumpah tempat ini cocok untuk liburan keluarga dengan suasana yang aman nyaman dan menyenangkan
429,Batu Papal,Alam,4.2,497,0,0,-7.789479,110.5185664,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749368365/batu-papa_thkbfl.jpg,batu papal adalah kawasan wisata alam di perbukitan gunungkidul dengan hamparan batu kapur besar dan pemandangan menakjubkan spot ini populer untuk menikmati sunrise dan sunset serta sebagai tempat foto estetik di alam terbuka
48,Museum TNI AD Dharma Wiratama,Budaya_Dan_Sejarah,4.7,483,0,0,-7.7823778,110.3754172,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749368365/museum-TNI-AD_ncoouo.jpg,museum ini menyajikan sejarah panjang tni angkatan darat melalui koleksi senjata kendaraan militer seragam dan dokumentasi perjuangan terletak di jantung kota yogyakarta museum ini menjadi sarana edukasi nasionalisme dan militer bagi pengunjung segala usia
55,Museum of Indonesian Education,Budaya_Dan_Sejarah,4.6,480,2500,2500,-7.774829,110.387176,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748937503/Museum_Pendidikan_Indonesia_hmwoq6.jpg,museum edukatif yang menampilkan perkembangan sistem pendidikan di indonesia dari masa ke masa cocok untuk pelajar dan keluarga yang ingin mengetahui sejarah pendidikan nasional secara visual dan interaktif
3,Tebing Gunung Gajah,Alam,4.5,457,5000,5000,-7.776247027,110.1061368,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748937502/Tebing-Gunung-Gajah_wuodco.jpg,letaknya di dataran tinggi dengan view pemandangan perbukitan dan menoreh yang hijau dan terdapat waduk sermo di tengahnya selain spot fotonya kemudian juga terdapat spot foto love lock sky bar dan fancy termasuk wahana outbound selain dari beberapa spot fotografi dengan tema tertentu
475,Kalikuning Park,Buatan,4.4,443,7500,7500,-7.5923466,110.4414633,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748937502/kalikuning_park_ylx5cd.jpg,terletak di lereng gunung merapi kalikuning park menawarkan wisata alam dengan panorama hutan pinus aliran sungai dan udara segar tempat ini sering dijadikan lokasi piknik camping dan aktivitas alam lainnya
7,Bukit Pengilon,Alam,4.6,439,5000,5000,-8.185458711,110.6917217,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748937501/bukit_pengilon_qki7sk.jpg,nama bukit pengilon berasal dari bahasa jawa yang berarti cermin karena di bukit ini terdapat batu yang mirip sekali dengan cermin areanya menyejukkan serta sangat luas bahkan saking luasnya destinasi ini banyak wisatawan yang melakukan tracking hingga camping dan mendirikan tenda di sana tak hanya itu tempat satu ini juga akan memanjakan mata anda anda bisa mengabadikan foto dengan pemandangan indah yang berlatar belakang laut
213,Punthuk Mongkrong,Alam,4.4,426,10000,10000,-7.6345,110.174606,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748937502/Punthuk-Mongkrong-Magelang_xjqvox.jpg,destinasi sunrise populer yang menawarkan panorama gunung merapi dan pegunungan menoreh dari ketinggian terdapat gardu pandang dan spot foto alam yang romantis cocok untuk wisata alam maupun healing singkat
155,LEGAWONG,Buatan,4.4,423,0,0,-7.8235991,110.3928814,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748938251/legawong_tuvr9g.jpg,legawong adalah destinasi alam yang menawarkan konsep wisata outdoor dengan camping ground kebun dan area edukasi lingkungan cocok untuk kegiatan komunitas sekolah atau keluarga yang ingin menikmati wisata hijau
286,Gunung Mungker,Alam,4.3,416,5000,5000,-7.8758728,110.4578762,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748938251/Gunung_Mungker_ihl2d9.jpg,gunung kecil yang menawarkan panorama kota dari ketinggian dengan suasana sejuk dan jalan pendakian yang ramah bagi pemula spot ini juga cocok untuk pengamatan bintang dan menikmati city light yogyakarta di malam hari
312,Wisata Alam Watu Lawang,Alam,4.2,413,10000,10000,-7.9378555,110.4181981,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748938431/watulawang_wy3vok.jpg,terkenal dengan gardu pandangnya yang ikonik watu lawang menyajikan keindahan hutan pinus dan panorama lembah tempat ini sangat cocok untuk foto instagram bersepeda atau sekadar menikmati ketenangan alam
218,Kedung Pengilon,Buatan,4,412,0,0,-7.8560863,110.288863,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748938667/Kedung_Pengilon_epqydi.jpg,air terjun kecil dengan kolam alami berair jernih yang berada di tengah pedesaan tempat ini cocok untuk berenang piknik atau healing sambil menikmati suara alam yang menenangkan
510,Lembah Bendo Camping Ground and Outdoor Activity,Alam,4.3,401,15000,15000,-7.6138414,110.4312632,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748938668/Lembah_Bendo_Camping_Ground_and_Outdoor_Activity_r6ym53.jpg,area camping luas yang berada di tengah alam asri dengan fasilitas lengkap untuk kegiatan luar ruangan seperti outbound api unggun dan edukasi alam cocok untuk kegiatan komunitas sekolah atau keluarga pencinta alam
372,Congot Beach,Pantai,4.3,400,6000,6000,-7.9075425,110.0535658,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748938845/Congot_Beach_ex6qov.jpg,pantai yang terletak di ujung barat kulon progo ini terkenal dengan pemandangan muara sungai dan hutan bakau cocok untuk menikmati sunset dan fotografi alam serta melihat aktivitas nelayan lokal
174,Taman Wana Winulang,Buatan,4,396,0,0,-7.856079,110.166051,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748938846/wana_winulang_park_ryrr7y.jpg,destinasi alam yang menawarkan wisata edukasi hutan dan pelestarian lingkungan taman ini cocok untuk keluarga pelajar dan pecinta alam yang ingin lebih dekat dengan keanekaragaman flora
53,Museum of Biology UGM,Budaya_Dan_Sejarah,4.4,389,7000,7000,-7.8017655,110.3744009,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748940118/Museum_of_Biology_UGM_bptatv.jpg,museum edukatif milik universitas gadjah mada ini memiliki koleksi ribuan spesimen hewan tumbuhan dan fosil tempat ini sangat cocok untuk pelajar dan peneliti yang ingin belajar tentang keanekaragaman hayati indonesia
107,Tamansari Keraton,Budaya_Dan_Sejarah,4.6,386,15000,15000,-7.8102151,110.358903,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748940119/Taman_sari_jogja_buvlfd.jpg,kompleks bekas taman kerajaan kesultanan yogyakarta yang dulunya digunakan untuk tempat pemandian dan tempat meditasi para raja arsitekturnya unik dan sarat akan nilai sejarah
364,Trisik Beach,Pantai,3.9,383,6000,6000,-7.9673349,110.182607,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748940120/Trisik_Beach_npq0gd.jpg,pantai yang masih alami di kulon progo populer untuk melihat burung migran dan aktivitas nelayan terdapat juga konservasi penyu yang menambah nilai edukatif dari tempat ini
497,Gardu Pandang Merapi,Alam,4.3,377,5000,5000,-7.5926693,110.4250243,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748940021/Gardu_Pandang_Merapi_esj68w.jpg,tempat terbaik untuk menikmati pemandangan gunung merapi secara langsung cocok untuk wisatawan yang ingin melihat keindahan dan kekuatan alam dari jarak aman
350,Tamansari Water Castle,Budaya_Dan_Sejarah,4.6,359,15000,15000,-7.8100369,110.3591915,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748940119/Taman_sari_jogja_buvlfd.jpg,salah satu ikon sejarah di yogyakarta berupa kompleks bangunan bekas tempat pemandian putri keraton dikenal karena lorong lorong bawah tanah dan bangunan artistik untuk spot foto
214,Gunung Gamping,Budaya_Dan_Sejarah,4.3,350,10000,10000,-7.8046696,110.3196567,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748940362/cagar-alam-gunung-gamping_hzr2a2.jpg,bukit kapur yang menawarkan wisata edukasi geologi tempat ini cocok untuk tracking ringan sambil belajar tentang formasi batuan karst di yogyakarta
217,Puncak Kleco Desa Wisata Tinalah,Alam,4.5,337,10000,10000,-7.7125459,110.2045109,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748940365/Puncak_Kleco_Desa_Wisata_Tinalah_ptnods.jpg,spot sunrise yang berada di kawasan menoreh dengan gardu pandang dan suasana sejuk khas pegunungan dikenal sebagai tempat healing dan foto foto berlatar alam
416,Pantai Butuh,Pantai,4.4,334,5000,5000,-8.1117719,110.4855447,https://res.cloudinary.com/dfciqrwpe/image/upload/v1748940364/Pantai_Butuh_wlicpp.jpg,pantai tersembunyi di gunungkidul yang menawarkan ketenangan dan keindahan alami cocok untuk wisatawan yang ingin menjauh dari keramaian dan menikmati pantai secara privat
483,Stonehenge Yogyakarta,Alam,4.4,332,10000,10000,-7.6024289,110.4480035,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749094775/stonehage_yths6e.jpg,replika situs prasejarah stonehenge yang berada di kaki gunung merapi tempat ini menjadi daya tarik foto dan edukasi budaya populer yang unik di kawasan merapi
432,Snack Wonderland,Buatan,4.1,327,10000,10000,-7.7721185,110.4311704,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749094770/Snack_Wonderland_j9ewn7.jpg,destinasi wisata kuliner dan edukatif yang menyajikan aneka camilan khas indonesia dalam konsep interaktif dan instagramable cocok untuk wisata keluarga dan anak anak
450,Wisata Alam Jurug Gedhe,Alam,4,305,5000,5000,-7.8240577,110.5367479,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749094765/Wisata_Alam_Jurug_Gedhe_oez0js.jpg,air terjun alami tersembunyi di area perbukitan yang masih asri dan alami tempat ini cocok untuk wisata petualangan ringan dan menikmati kesegaran alam
49,History Of Java Museum (HOJM),Budaya_Dan_Sejarah,4.5,304,20000,25000,-7.8439029,110.362261,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749094760/History_Of_Java_Museum_HOJM_ofpsp9.jpg,museum interaktif yang menyajikan sejarah panjang pulau jawa dari zaman prasejarah hingga masa kini menggunakan teknologi ar vr dan instalasi modern edukatif dan futuristik
426,Village Tourism New Nglepen,Agrowisata,4,301,5000,5000,-7.8137377,110.5034501,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749094748/Village_Tourism_New_Nglepen_mlebmo.jpg,desa wisata unik yang terkenal dengan rumah rumah berbentuk dome hasil relokasi pasca gempa pengunjung bisa belajar mitigasi bencana dan menyaksikan kehidupan warga yang resilien
285,puncak bucu,Alam,4.1,299,5000,5000,-7.8618548,110.4430834,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749301276/puncakbucu_z3gj6b.jpg,puncak bukit yang menawarkan panorama alam terbuka dengan view derajat pegunungan dan hutan ideal untuk hiking ringan menikmati sunrise sunset dan fotografi
78,Museum Sri Sultan Hamengkubuwono IX,Budaya_Dan_Sejarah,4.7,298,10000,10000,-7.8083193,110.3644395,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749301275/Museum_Sri_Sultan_Hamengkubuwono_IX_yuygle.jpg,museum yang menyimpan peninggalan pribadi dan catatan sejarah dari sri sultan hb ix tokoh penting dalam kemerdekaan ri cocok untuk belajar sejarah nasional dari perspektif yogyakarta
212,Taman Kota Wates,Buatan,4.5,296,0,0,-7.8584717,110.1600975,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749301276/Taman_Kota_Wates_jszvan.jpg,ruang terbuka hijau di tengah kota wates yang cocok untuk berolahraga bersantai dan menikmati fasilitas taman kota tempat favorit warga lokal untuk rekreasi harian
80,Sasana wiratama,Budaya_Dan_Sejarah,4.3,294,0,0,-7.7871244,110.3514031,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749301276/puncakbucu_z3gj6b.jpg,museum perjuangan pangeran diponegoro yang menyimpan benda benda peninggalan beliau tempat ini menjadi simbol perlawanan terhadap penjajahan dan edukasi sejarah perjuangan bangsa
1,Taman Tempuran Cikal,Alam,4.4,294,5000,10000,-7.840562331,110.4494549,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749301634/Taman_Tempuran_Cikal_y9ongb.jpg,taman tempuran cikal terletak di kecamatan piyungan di taman ini para pengunjung bisa mencoba bermain dengan beberapa wahana yang ada sembari menikmati kesejukan alam taman tempuran cikal atau biasa disebut ttc terletak di dusun cikal desa srimulyo kecamatan piyungan kabupaten bantul kata tempuran ini diambil dari pertemuan antara dua sungai yaitu sungai gawe dan sungai opak taman tempuran ini telah menjadi salah satu obyek wisata baru di daerah piyungan dan telah dilengkapi dengan beberapa fasilitas seperti wahana speed boat kapal kano atv mini trail flying fox outbound taman bermain gazebo tempat parkir yang luas dan toilet ditaman ini pengunjung juga bisa menikmati macam macam kuliner yang
328,Sukunan Tourism Village,Agrowisata,4.4,290,0,0,-7.7836412,110.3364013,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749302573/Sukunan_Tourism_Village_cwcypn.jpg,desa wisata sukunan adalah salah satu pelopor desa wisata berbasis lingkungan di yogyakarta yang terletak di kecamatan gamping sleman desa ini dikenal karena komitmennya terhadap prinsip ekowisata pengelolaan sampah mandiri dan penerapan gaya hidup ramah lingkungan pengunjung dapat belajar tentang pengolahan limbah membuat kerajinan dari barang bekas serta menikmati suasana pedesaan yang asri dan edukatif cocok untuk wisata edukasi studi lingkungan dan inspirasi gaya hidup berkelanjutan
434,Bukit Tompak,Alam,4.5,277,3000,3000,-7.844259,110.4557031,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749302647/Bukit_Tompak_oxgh9o.jpg,bukit dengan panorama alam terbuka yang indah cocok untuk berburu sunrise atau menikmati ketenangan alam dengan suasana perbukitan khas yogyakarta
304,Taman Glugut,Agrowisata,4,274,0,0,-7.8777976,110.3939277,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749302701/Taman_Glugut_bbtmob.jpg,wisata alam keluarga yang berada di tepi sungai opak menyediakan fasilitas gazebo spot foto dan wahana anak anak serta jalur bersepeda santai di tengah pepohonan bambu
132,Taman Nggirli,Wisata Air,4.3,270,0,0,-7.8403441,110.4537568,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749302743/Taman_Nggirli_nsoycg.jpg,taman komunitas di pedesaan yang menawarkan suasana alami dan kegiatan sosial edukatif seperti bercocok tanam dan belajar lingkungan
234,Candi Bubrah,Budaya_Dan_Sejarah,4.3,261,40000,40000,-7.7465277,110.4929268,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749302785/Candi_Bubrah_ocn7dh.jpg,candi budha yang terletak di kawasan prambanan bernama bubrah karena kondisinya dulu rusak kini menjadi spot sejarah dan arkeologi yang menarik
357,Plengkung Wijilan,Kuliner,4.6,261,0,0,-7.8038148,110.3666102,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749302831/Plengkung_Wijilan_xn4jsi.jpg,gerbang benteng tua peninggalan keraton yogyakarta sering dijadikan spot foto dan penanda akses menuju kawasan kuliner gudeg wijilan
222,Candi Kedulan,Budaya_Dan_Sejarah,4.5,260,0,0,-7.742562,110.4696979,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303133/Candi_Kedulan_x3dc0n.jpg,candi hindu peninggalan abad ke yang ditemukan terkubur oleh erupsi merapi saat ini masih dalam proses ekskavasi dan pelestarian
47,Museum Satwa Gembira Loka Zoo,Buatan,4.4,258,60000,75000,-7.8053239,110.3980306,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303191/Museum_Satwa_Gembira_Loka_Zoo_lnntu3.jpg,bagian dari gembira loka zoo yang menyajikan koleksi satwa diawetkan dan informasi edukatif seputar hewan langka serta upaya konservasi
193,Canting Mas Puncak Dipowono,Alam,4.4,248,12000,12000,-7.80032,110.128122,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303231/Canting_Mas_Puncak_Dipowono_ckwbor.jpg,destinasi bukit dengan gardu pandang yang menawarkan panorama waduk sermo dan perbukitan menoreh tempat favorit untuk foto dan melihat sunset
165,Taman Air Menari,Wisata Air,4.3,245,6000,6000,-7.80094,110.367805,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303275/Taman_Air_Menari_uavupy.jpg,taman dengan instalasi air mancur menari yang disinari lampu warna warni cocok untuk wisata malam keluarga dan anak anak
186,Curug Banyunibo,Wisata Air,4.1,243,0,0,-7.8675423,110.2867568,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303378/Curug_Banyunibo_evvnt9.jpg,air terjun tersembunyi yang berada tak jauh dari candi banyunibo cocok untuk pengunjung yang menyukai eksplorasi alam dan trekking ringan
470,Tourism Village East Kaliurang,Agrowisata,4.4,238,20000,20000,-7.5965373,110.4312039,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303439/Tourism_Village_East_Kaliurang_y67dop.jpg,desa wisata di sisi timur kawasan kaliurang yang menawarkan homestay aktivitas budaya serta edukasi vulkanologi seputar merapi
452,Karangtengah Tourism Village,Agrowisata,4.3,236,30000,30000,-7.9376732,110.3819417,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303484/Karangtengah_Tourism_Village_xgfleo.jpg,desa wisata dengan pesona pedesaan dan aktivitas seperti membatik berkebun dan membuat jajanan tradisional
227,Candi Kimpulan,Budaya_Dan_Sejarah,4.7,233,0,0,-7.6883712,110.4153399,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303528/Candi_Kimpulan_l8zlpr.jpg,candi kecil yang ditemukan di area kampus uii merupakan candi hindu dengan struktur sederhana namun bernilai sejarah tinggi
215,Dewi Kano Tourism Village Kaligono,Agrowisata,4.4,233,5000,5000,-7.7348214,110.0803636,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303584/Dewi_Kano_Tourism_Village_Kaligono_cnnr49.png,desa wisata yang berfokus pada konservasi alam kegiatan pertanian dan edukasi lingkungan dengan pemandangan pegunungan
67,ARTJOG MMXIX,Budaya_Dan_Sejarah,4.7,223,50000,50000,-7.7996687,110.3533668,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303635/ARTJOG_MMXIX_cgls7c.jpg,pameran seni kontemporer berskala internasional yang diadakan tahunan di yogyakarta tahun mengusung tema keberagaman dan inklusivitas
309,Kedung Tolok,Wisata Air,4.3,223,0,0,-7.9632346,110.3838152,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303678/Kedung_Tolok_hdkaiq.jpg,kolam alami yang terbentuk dari aliran sungai cocok untuk bermain air dan bersantai di suasana alami yang masih asri
488,Gua Jepang,Alam,4.1,222,10000,10000,-7.5879932,110.4305322,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303712/Gua_Jepang_pyj2s9.jpg,gua peninggalan tentara jepang di masa perang dunia ii yang kini menjadi wisata sejarah sekaligus spot hiking di area kaliurang
169,Desa Wisata Wanurejo,Agrowisata,4.4,221,12000,15000,-7.6117993,110.2179225,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303750/Desa_Wisata_Wanurejo_h53ka5.jpg,terletak dekat candi borobudur desa ini menawarkan aktivitas seperti membatik membuat gerabah dan belajar seni tari tradisional
192,Cane Gardens Gendhu,Alam,4.4,219,0,0,-7.7435927,110.1478405,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303788/Cane_Gardens_Gendhu_ygl0nk.jpg,kebun bunga yang menawarkan berbagai varietas tanaman hias cocok untuk wisata edukasi pertanian dan swafoto
332,Candi Donotirto,Budaya_Dan_Sejarah,4.4,213,0,0,-7.7955613,110.3612095,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303821/Candi_Donotirto_i1zeoh.jpg,candi kecil yang berada di dekat mata air suci menarik untuk dikunjungi karena menyatukan unsur arsitektur keagamaan dan alam
226,Candi Lumbung,Budaya_Dan_Sejarah,4.4,213,40000,40000,-7.7481336,110.492962,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303883/Candi_Lumbung_skmmkr.jpg,candi budha yang terletak di kompleks prambanan memiliki struktur menyerupai lumbung padi dan menjadi bagian dari jejak akulturasi budaya hindu budha
379,Pantai Somandeng,Pantai,4.5,213,10000,15000,-8.1490954,110.6101161,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303923/Pantai_Somandeng_uv3br6.jpg,pantai di gunungkidul yang tenang dan cocok untuk piknik keluarga memiliki garis pantai yang tidak terlalu ramai dengan pasir putih bersih
190,Series Mahogany Village Nampurejo,Agrowisata,4.4,213,0,0,-7.86489,109.9833922,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749303985/Series_Mahogany_Village_Nampurejo_za8g6a.jpg,kompleks wisata alam dan edukasi di tengah hutan mahoni menawarkan ketenangan homestay dan kegiatan outdoor ramah lingkungan
407,Pantai Nampu,Pantai,4.6,211,10000,10000,-8.1837872,110.7073455,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304029/Pantai_Nampu_px204v.jpg,pantai alami dengan pasir putih dan ombak yang tenang ideal untuk relaksasi bermain air dan fotografi alam
257,Candi Indah,Budaya_Dan_Sejarah,4.2,205,0,0,-7.7447651,110.4171248,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304146/Candi_Indah_c8peqi.jpg,situs candi kecil yang masih dalam tahap konservasi namun memiliki nilai sejarah dan arkeologi penting di kawasan prambanan
84,Taman Tino Sidin,Budaya_Dan_Sejarah,4.7,204,5000,10000,-7.7995125,110.3449674,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304196/Taman_Tino_Sidin_iscw0t.jpg,taman dan galeri seni yang didedikasikan untuk pelukis sekaligus tokoh pendidikan seni rupa tino sidin cocok untuk wisata seni keluarga
87,Stasiun Kereta Api Bantul,Kuliner,4.4,199,0,0,-7.887327,110.329554,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304236/Stasiun_Kereta_Api_Bantul_osmtom.jpg,bangunan stasiun tua yang kini tidak beroperasi namun menjadi titik historis transportasi dan jalur rel di wilayah bantul
420,Gardu Pandang Mangol Kencana,Alam,4.2,196,3000,3000,-7.8378573,110.4890534,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304275/Gardu_Pandang_Mangol_Kencana_ujela5.jpg,spot gardu pandang yang terletak di perbukitan kulon progo menawarkan panorama matahari terbit dan cocok untuk kegiatan alam terbuka
243,Wisata Candi Kembar,Budaya_Dan_Sejarah,4.5,189,10000,10000,-7.7401262,110.50544,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304334/Wisata_Candi_Kembar_cbmbr7.jpg,dua candi kecil berdampingan yang menawarkan suasana tenang dan nilai sejarah tinggi terletak di sekitar area pegunungan
409,Pantai Pasir Puncu,Pantai,4,188,5000,10000,-7.8540573,109.9130624,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304372/Pantai_Pasir_Puncu_nunf29.jpg,pantai eksotis yang masih belum banyak diketahui wisatawan dengan pasir bersih dan tebing tebing batu yang unik
487,Randu Ijo,Alam,4.2,187,7000,15000,-7.5657834,110.3686916,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304416/Randu_Ijo_xhlusd.jpg,area wisata dengan konsep agroforestry yang menampilkan pohon randu dan edukasi lingkungan hidup
334,Bahasa Kopi,Kuliner,4.6,183,0,0,-7.7344993,110.3897969,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304456/Bahasa_Kopi_rgowpn.jpg,kafe edukatif yang menggabungkan pengalaman ngopi dengan pelatihan bahasa diskusi budaya dan ruang komunitas kreatif
74,Cemeti - Institute for Art and Society,Budaya_Dan_Sejarah,4.6,182,0,0,-7.8177918,110.3623492,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749304532/Cemeti_-_Institute_for_Art_and_Society_gzpnbb.jpg,lembaga seni kontemporer di yogyakarta yang aktif mengadakan pameran diskusi dan kolaborasi seni lintas disiplin dan budaya
